4/15/2019 7:09:58 PM	The file contains time data of each successful point movement 
The time is using Unity real time.
-------------------------------------------------
FrameNumber	StartTime	GazeTime	AimTime	GazeDuration	AimDuration	DistanceToOrigin
27756	371.4024	NaN	371.9255	NaN	0.5231018	1.5
27941	373.7465	374.0733	374.3452	0.3268433	0.5987549	1.5
28095	376.2044	NaN	376.8556	NaN	0.6511841	2.5
28257	378.7397	NaN	379.3237	NaN	0.5840149	2
28420	381.2079	381.5459	381.8574	0.3379517	0.6495056	2
28612	383.622	NaN	384.246	NaN	0.6239929	2.5
28784	386.0692	NaN	386.5927	NaN	0.5235596	1.5
28990	388.5744	NaN	389.2948	NaN	0.7203979	2.5
29157	391.231	391.7242	391.9542	0.4931946	0.7232361	1.5
29326	393.7633	NaN	394.4558	NaN	0.6925354	2.5
29542	396.4768	396.7872	397.0584	0.3104553	0.5816345	1.5
29668	398.9026	NaN	399.5383	NaN	0.6356506	2.5
29846	401.5238	401.8744	402.0968	0.350647	0.5730591	1.5
30031	403.8833	404.2297	404.4429	0.3464355	0.5596313	1.5
30224	406.1764	406.5165	406.798	0.3401184	0.621582	2
30377	408.5646	409.0776	409.211	0.5130005	0.6463623	1.5
30539	411.0112	411.323	411.5902	0.3117981	0.5789795	1.5
30723	413.3657	413.695	413.8457	0.3292847	0.47995	1.5
30912	415.668	NaN	416.1035	NaN	0.4354553	2.5
31115	418.0691	NaN	418.5826	NaN	0.5134277	2.5
31326	420.4943	NaN	421.2108	NaN	0.7165222	2.5
31536	423.0291	NaN	423.6874	NaN	0.6583557	2.5
31746	425.5314	425.9903	426.2556	0.4589233	0.7242126	1.5
31930	428.066	428.3442	428.6686	0.2781677	0.6026001	2.5
32091	430.5685	430.9174	431.1248	0.348938	0.5563354	1.5
32290	432.9928	433.299	433.5394	0.3061829	0.5466003	1.5
32486	435.3031	435.6437	435.9461	0.3405762	0.6429749	2.5
32690	437.9623	438.2386	438.4785	0.2763367	0.5161743	2
32833	440.3193	440.6451	440.9556	0.3258057	0.636261	1.5
32991	442.7429	NaN	443.3684	NaN	0.6254883	1.5
33185	445.1328	445.4973	445.741	0.3644409	0.6081848	2
33364	447.5913	447.9045	448.305	0.3131409	0.7136841	2.5
33551	450.1153	450.4711	450.663	0.3557739	0.5476685	1.5
33712	452.4851	452.8643	453.1433	0.3792114	0.6582031	2
33912	454.9855	455.3201	455.5918	0.3346252	0.6063232	2.5
34115	457.5532	457.8745	458.1345	0.3212891	0.5812988	1.5
34267	459.9344	460.2477	460.4476	0.3133545	0.5132751	1.5
34475	462.4818	462.7774	462.9968	0.2956238	0.5150146	1.5
34680	464.7823	NaN	465.4067	NaN	0.6243591	2.5
34901	467.2726	NaN	468.0878	NaN	0.8152161	2
35064	469.8945	470.3554	470.5336	0.4609375	0.6390686	2
35272	472.368	472.7029	473.0129	0.3349915	0.644989	1.5
35485	474.7784	NaN	475.6241	NaN	0.8457336	2
35679	477.381	477.8725	478.0282	0.4914246	0.6471863	2.5
35846	479.9058	NaN	480.5756	NaN	0.6697998	2.5
36018	482.4976	NaN	483.1885	NaN	0.6909485	1.5
36137	484.9776	485.3804	485.6781	0.4028015	0.7005005	1.5
36304	487.5121	NaN	488.1705	NaN	0.6583862	2
36502	490.0697	490.6723	491.0627	0.6026306	0.9930115	2.5
36662	493.0208	493.3598	493.6192	0.3389587	0.5983582	2
36752	495.4314	NaN	496.1688	NaN	0.7373657	2.5
36888	498.1351	NaN	498.7726	NaN	0.6375427	2
37087	500.5796	NaN	501.3847	NaN	0.8051147	2
37235	503.2403	503.9409	504.6581	0.700592	1.417725	2
37464	506.8366	507.4398	507.4941	0.6031494	0.6574707	2.5
37621	509.4051	509.7145	509.9863	0.3094482	0.5812073	1.5
37817	511.7631	512.1364	512.298	0.3733521	0.5349731	1.5
37976	514.1075	514.525	514.6546	0.4174805	0.5470581	2
38165	516.8446	517.1886	517.38	0.3439941	0.5354004	2
38334	519.1688	NaN	519.8945	NaN	0.725769	2.5
38478	521.7589	522.1491	522.4622	0.3901978	0.7032471	2
38674	524.233	524.5535	524.786	0.3204956	0.5529785	1.5
38847	526.5959	NaN	527.2539	NaN	0.65802	1.5
39019	529.0537	NaN	529.6891	NaN	0.635376	2
39231	531.5118	531.9797	532.479	0.4679565	0.9672241	2.5
39413	534.4143	534.7201	535.0515	0.3057861	0.637146	1.5
39619	536.7734	537.4543	537.5978	0.6808472	0.8243408	2.5
39764	539.4075	539.9445	539.9725	0.5369873	0.5650635	2
39955	541.9209	542.5009	542.5343	0.5799561	0.6134033	2.5
40166	544.5895	545.0342	545.3835	0.4447632	0.7940674	2
40326	547.1812	547.5527	547.8635	0.371521	0.682312	2
40543	549.809	550.254	550.5323	0.4450073	0.7233276	2
40758	552.4884	552.7908	553.0989	0.3023682	0.6104736	1.5
40979	555.044	NaN	555.6697	NaN	0.6257324	2
41169	557.5798	NaN	558.2955	NaN	0.7156372	2
41360	560.1835	560.5258	560.652	0.3422852	0.4685059	1.5
41556	562.4067	NaN	563.0645	NaN	0.6577759	2
41750	564.9198	NaN	565.4775	NaN	0.5576782	1.5
41937	567.3333	567.7159	567.8195	0.3826294	0.4862671	1.5
42098	569.646	569.9471	570.1517	0.3011475	0.5056763	2
42279	571.9454	572.2731	572.4083	0.3276978	0.4629517	1.5
42474	574.1796	NaN	574.7703	NaN	0.5906372	2.5
42635	576.614	NaN	577.2052	NaN	0.5911865	2.5
42821	579.1887	NaN	579.7535	NaN	0.5648193	2
42998	581.5069	NaN	582.0032	NaN	0.4962769	2
43202	583.9745	NaN	584.5569	NaN	0.5823975	2.5
43377	586.5009	NaN	587.0687	NaN	0.567749	2
43539	588.8794	589.259	589.4738	0.3796387	0.5943604	2
43703	591.2352	NaN	591.8607	NaN	0.6254883	2
43866	593.6008	593.9457	594.2518	0.3449097	0.6509399	2
44013	595.9966	596.2878	596.4625	0.2911377	0.4658813	2.5
44206	598.2832	NaN	598.8982	NaN	0.6149902	2.5
44400	600.7756	NaN	601.332	NaN	0.5564575	2
44598	603.2537	603.6577	603.79	0.4039917	0.5363159	2.5
44756	605.7227	606.0325	606.2703	0.3097534	0.5475464	1.5
44903	608.08	608.4543	608.7614	0.3742676	0.6813354	2.5
45064	610.6035	NaN	611.2964	NaN	0.6928711	2
45266	613.2744	613.623	613.9037	0.3486938	0.6293335	2.5
45467	615.7757	NaN	616.521	NaN	0.7453003	2
45647	618.2944	618.7644	618.8835	0.4699707	0.5890503	2.5
45878	621.163	621.5066	621.8188	0.3436279	0.6558228	2
46086	623.6411	623.9759	624.2646	0.3347778	0.6235352	2
46287	626.0633	626.3763	626.6326	0.3129883	0.5692749	1.5
46490	628.4308	628.7679	629.056	0.3370361	0.6251831	2.5
46684	631.0135	NaN	631.3912	NaN	0.3776245	1.5
46867	633.2167	NaN	633.6804	NaN	0.4636841	2.5
47058	635.5596	635.9671	636.0484	0.4075317	0.4888306	2.5
47219	637.8801	638.34	638.4062	0.4598999	0.526062	2.5
47402	640.3938	640.719	640.8854	0.3251953	0.4916382	2.5
47566	642.7744	NaN	643.4437	NaN	0.6693115	2.5
47713	645.2828	NaN	645.7775	NaN	0.4946899	1.5
47894	647.5547	NaN	647.9997	NaN	0.4450073	2.5
48096	649.8889	650.2153	650.3903	0.326416	0.5014038	1.5
48286	652.1558	652.4818	652.6475	0.3259888	0.4916992	2
48421	654.446	654.7307	654.8696	0.284729	0.423584	1.5
48585	656.7253	NaN	657.2825	NaN	0.557251	2.5
48787	659.0485	NaN	659.696	NaN	0.647522	2.5
48974	661.4857	NaN	662.0514	NaN	0.5656738	2.5
49164	663.8739	664.2429	664.4428	0.3689575	0.5689087	2.5
49352	666.2192	666.5653	666.744	0.3461304	0.5247803	2.5
49547	668.6404	669.0243	669.1894	0.3839111	0.5490112	1.5
49727	670.8759	671.1694	671.449	0.2935181	0.5731201	2
49917	673.2228	673.705	673.7147	0.4821777	0.4918823	2
50100	675.5338	NaN	676.0146	NaN	0.480835	2.5
50289	677.9025	678.2418	678.4281	0.3392944	0.5255737	2.5
50439	680.2604	NaN	680.7831	NaN	0.5227051	1.5
50630	682.6242	683.0001	683.1289	0.3759155	0.5046997	2
50798	684.8613	NaN	685.4304	NaN	0.5691528	2.5
50994	687.3232	687.6064	687.8212	0.2831421	0.4979248	1.5
51176	689.6213	NaN	690.2567	NaN	0.635437	2.5
51392	692.3489	692.6258	692.8705	0.2768555	0.5215454	1.5
51556	694.6132	NaN	695.2384	NaN	0.6251831	2
51748	697.0251	NaN	697.6091	NaN	0.5839233	1.5
51911	699.4155	NaN	700.0185	NaN	0.6029663	1.5
52104	701.772	702.0742	702.2966	0.3021851	0.5246582	1.5
52292	703.9845	704.3672	704.5423	0.3827515	0.5578003	2.5
52489	706.3497	NaN	706.8649	NaN	0.5151978	1.5
52690	708.6862	709.2136	709.2996	0.5274048	0.6134033	2
52856	711.145	711.4288	711.6915	0.2838745	0.5465088	1.5
53061	713.4446	713.7576	714.0927	0.3130493	0.6481323	2.5
53268	715.972	716.2659	716.4939	0.2938843	0.5219116	1.5
53434	718.2588	NaN	718.929	NaN	0.670166	2
53615	720.7268	NaN	721.2407	NaN	0.513855	2.5
53761	723.129	723.4306	723.6162	0.3016357	0.4872437	2
53934	725.5793	725.9202	726.1813	0.3408813	0.6020508	2.5
54131	727.9339	728.2762	728.5015	0.3422852	0.5675659	2.5
54318	730.2996	730.5977	730.8458	0.2980347	0.5461426	2
54510	732.6243	732.9373	733.1373	0.3129883	0.5130005	2.5
54721	735.1259	735.562	735.6282	0.4360962	0.5023193	1.5
54894	737.4277	NaN	738.1854	NaN	0.7577515	2.5
55091	740.0295	NaN	740.6237	NaN	0.5941162	2
55285	742.4079	742.7406	742.9218	0.3327026	0.513916	1.5
55469	744.7104	745.054	745.3017	0.3435669	0.5912476	2
55673	747.3598	747.761	747.9817	0.4012451	0.6218872	2
55911	750.0936	NaN	750.8408	NaN	0.7472534	2.5
56082	752.7073	753.0221	753.2985	0.3147583	0.5911255	2
56229	755.1147	NaN	755.5667	NaN	0.4520264	1.5
56384	757.5435	NaN	758.1763	NaN	0.6327515	2
56600	760.079	NaN	760.8498	NaN	0.770813	2.5
56846	763.197	763.5225	763.8206	0.3255005	0.6236572	2.5
57053	765.5981	NaN	766.244	NaN	0.645874	2.5
57253	768.4021	NaN	768.758	NaN	0.355896	2
57447	770.7468	771.0489	771.1486	0.302124	0.4018555	2.5
57646	773.0922	NaN	773.5619	NaN	0.4697266	2.5
57833	775.4379	NaN	775.9064	NaN	0.4685059	2
57949	777.8393	NaN	778.4006	NaN	0.5613403	2.5
58136	780.5876	780.9345	781.225	0.3469238	0.6373901	1.5
58334	782.9462	NaN	783.5247	NaN	0.5784302	2.5
58549	785.4366	785.8594	786.0817	0.4227905	0.6450195	1.5
58734	787.8473	NaN	788.3943	NaN	0.5470581	2
58901	790.2834	790.8561	791.2668	0.5726318	0.9833374	2.5
59188	793.5212	NaN	794.6939	NaN	1.172668	2
59473	797.2197	NaN	798.1457	NaN	0.9260254	2.5
